bg,eq_BG,CGM_glucose,IOB,rate,running_temp,unsafe_action_reason
160,160,160.0,0,0.7,0,Null
160,160,160.0,0,0.7,0.7,Null
160,160,160.0,0,0.7,0.7,Null
160,160,160.0,0,0.7,0.7,Null
160,160,160.0,0,0.7,0.7,Null
160,160,160.00064677174987,0,0.7,0.7,Null
160,160,160.0030379055475,0,0.7,0.7,Null
160.01,160,160.00856409621574,0,0.7,0.7,Null
160.02,160,160.01878362651604,0,0.7,0.7,Null
160.04,160,160.03532386135595,0,0.7,0.7,Null
